family_id,unit_type,caregiver_alias,context_notes,support_network,environmental_factors,global_history,created_at,updated_at
1bdc9c33-f5b7-4049-af7d-aec73656c9cd,family,Cuidadora Valeria Rocío,cuidador principal con poca red de apoyo,apoyo moderado,espacios reducidos,historial con episodios de desregulación variable,2025-12-24T18:23:00,2025-12-24T18:23:00
a4860531-7601-4490-9c85-a6d114f09a01,family,Cuidadora Valeria Milen,cuidador principal con poca red de apoyo,sin apoyo claro,traslados largos,dificultades más visibles en periodos de cansancio,2025-12-10T12:30:00,2025-12-10T12:30:00
f566273e-f83c-40b3-86b9-1f07fefcb42f,family,Abuela Valeria Jazmín,varios cambios recientes,poco apoyo,traslados largos,historial con episodios de desregulación variable,2025-12-02T10:42:00,2025-12-02T10:42:00
da6c7ab8-ebf7-4fb4-87d6-fc12e5d70c52,family,Cuidadora Valeria Joel,familia con alta demanda emocional,sin apoyo claro,traslados largos,"mejoría parcial con estructura, pero no sostenida",2025-12-23T18:14:00,2025-12-23T18:14:00
a7eb8db6-ba83-4260-a5a0-2ddecaf68260,family,Cuidador Hugo,cuidador principal con poca red de apoyo,poco apoyo,traslados largos,"mejoría parcial con estructura, pero no sostenida",2025-12-18T12:57:00,2025-12-18T12:57:00
1249a9c0-e28c-4ad2-9e76-7ac056f658c8,family,Tía Valeria Nerea,dudas sobre diagnóstico y manejo cotidiano,red de apoyo limitada,pantallas por la noche,"mejoría parcial con estructura, pero no sostenida",2025-12-11T09:45:00,2025-12-11T09:45:00
bd5312f4-3bfe-4881-b458-0c90eddbc8fd,family,Papá Javier,cuidador principal con poca red de apoyo,apoyo moderado,horarios variables,historial con episodios de desregulación variable,2025-12-14T14:09:00,2025-12-14T14:09:00
c44f22b4-63a7-4060-a21b-82e9ac119271,individual,Abuela Valeria Ambar,dudas sobre diagnóstico y manejo cotidiano,apoyo variable,traslados largos,"mejoría parcial con estructura, pero no sostenida",2025-12-14T16:31:00,2025-12-14T16:31:00
8e2df62d-8b5b-4dcc-96af-166c275cbfb9,family,Tía Valeria León,carga funcional alta y poco descanso,apoyo variable,ruido frecuente en casa,sin un patrón completamente claro,2025-12-27T15:30:00,2025-12-27T15:30:00
597ac3d1-71f2-4d28-99fd-c8425ef1688e,family,Abuela Valeria Elián,cuidador principal con poca red de apoyo,apoyo variable,espacios reducidos,mejor respuesta cuando hay menos presión,2025-12-03T18:05:00,2025-12-03T18:05:00
7f080bb1-4c5f-4d1c-9f8d-f8ef41790fe9,family,Tutor Pablo,cuidador principal con poca red de apoyo,sin apoyo claro,ruido frecuente en casa,dificultades más visibles en periodos de cansancio,2025-12-22T08:39:00,2025-12-22T08:39:00
289b7718-50d5-4656-ba6f-b176285c755f,family,Mamá Valeria Celeste,sueño irregular y estrés escolar,red de apoyo limitada,espacios reducidos,"mejoría parcial con estructura, pero no sostenida",2025-12-03T12:55:00,2025-12-03T12:55:00
97c8ff29-a9d4-4670-a52a-6b2ddc2e0a20,family,Cuidadora Valeria Lía,carga funcional alta y poco descanso,apoyo moderado,traslados largos,"mejoría parcial con estructura, pero no sostenida",2025-12-04T11:54:00,2025-12-04T11:54:00
be696610-6106-4104-86b5-1e60a9b4dd23,family,Cuidadora Andrés Iñaki,cuidador principal con poca red de apoyo,apoyo moderado,espacios reducidos,dificultades más visibles en periodos de cansancio,2025-12-21T09:13:00,2025-12-21T09:13:00
88163df5-ce67-45d3-bcad-f965197c50ed,family,Abuela Renata Azul,familia con alta demanda emocional,apoyo moderado,espacios reducidos,"mejoría parcial con estructura, pero no sostenida",2025-12-14T11:36:00,2025-12-14T11:36:00
a728d7d8-5d90-4164-a8ef-75ad64528216,family,Abuela Renata Lorenzo,sueño irregular y estrés escolar,apoyo moderado,ruido frecuente en casa,mejor respuesta cuando hay menos presión,2025-12-01T18:50:00,2025-12-01T18:50:00
6fb31ec5-2fd5-4795-bcd3-74c5c0f0edb9,family,Cuidadora Renata Renée,dudas sobre diagnóstico y manejo cotidiano,apoyo moderado,poca red de apoyo,sin un patrón completamente claro,2025-12-21T15:42:00,2025-12-21T15:42:00
7096656a-0e08-4f7a-bc9c-37736af8e1c0,family,Papá Renata Emmanuel,familia con alta demanda emocional,red de apoyo limitada,traslados largos,dificultades más visibles en periodos de cansancio,2025-12-22T16:28:00,2025-12-22T16:28:00
a5f05ba6-255b-4151-b54e-09ae654ac607,family,Cuidadora Renata Ariel,varios cambios recientes,apoyo moderado,ruido frecuente en casa,sin un patrón completamente claro,2025-12-16T13:34:00,2025-12-16T13:34:00
0edee50a-8c0f-457b-ba23-4a624349f4a4,family,Cuidador Renata Gael,dudas sobre diagnóstico y manejo cotidiano,red de apoyo limitada,espacios reducidos,mejor respuesta cuando hay menos presión,2025-12-14T14:57:00,2025-12-14T14:57:00
f5631582-e54d-4424-8994-06f8685274ed,individual,Tía César Elías,cuidador principal con poca red de apoyo,apoyo variable,espacios reducidos,mejor respuesta cuando hay menos presión,2025-12-28T08:07:00,2025-12-28T08:07:00
5fcdb233-94a0-4056-85dd-484fb989fa79,family,Cuidadora Renata Noel,familia con alta demanda emocional,sin apoyo claro,poca red de apoyo,"mejoría parcial con estructura, pero no sostenida",2025-12-10T15:07:00,2025-12-10T15:07:00
1a8cc57a-55e6-4184-ac1e-28c42eb70aab,family,Cuidador Renata Jade,sueño irregular y estrés escolar,red de apoyo limitada,horarios variables,historial con episodios de desregulación variable,2025-12-28T09:28:00,2025-12-28T09:28:00
c079b869-56ed-42a7-9026-94eda889db84,family,Abuela Renata Aurora,dudas sobre diagnóstico y manejo cotidiano,sin apoyo claro,presión escolar,historial con episodios de desregulación variable,2025-12-03T10:18:00,2025-12-03T10:18:00
d4026127-66fd-47bb-abfc-ddd3e2f3801c,family,Cuidador Renata Sol,sueño irregular y estrés escolar,poco apoyo,ruido frecuente en casa,dificultades más visibles en periodos de cansancio,2025-12-12T11:21:00,2025-12-12T11:21:00
2d591e85-b5bb-41c5-8c0a-e5372453dd1d,family,Tutor Renata Mar,varios cambios recientes,red de apoyo limitada,traslados largos,sin un patrón completamente claro,2025-12-21T15:07:00,2025-12-21T15:07:00
9096c13e-9e89-41a3-89e1-d5764b91c6b1,family,Papá Raúl,familia con alta demanda emocional,apoyo variable,horarios variables,"mejoría parcial con estructura, pero no sostenida",2025-12-08T18:11:00,2025-12-08T18:11:00
918aede6-5c36-4c37-9848-c1e741078677,family,Tía Renata Pilar,dudas sobre diagnóstico y manejo cotidiano,sin apoyo claro,traslados largos,mejor respuesta cuando hay menos presión,2025-12-22T10:24:00,2025-12-22T10:24:00
f8ae2882-392f-47bd-9ea0-96143fdc7fbf,family,Abuela Renata Inés,cuidador principal con poca red de apoyo,apoyo variable,horarios variables,dificultades más visibles en periodos de cansancio,2025-12-24T09:08:00,2025-12-24T09:08:00
866f0766-bcad-4179-a396-4655c028a0dd,family,Cuidadora Ana Lorenzo Cruz,carga funcional alta y poco descanso,apoyo moderado,cambios constantes de rutina,dificultades más visibles en periodos de cansancio,2025-12-04T13:18:00,2025-12-04T13:18:00
392aa214-2140-427d-aead-2578b8fd452b,family,Cuidador Renata Said,familia con alta demanda emocional,apoyo variable,horarios variables,sin un patrón completamente claro,2025-12-16T18:25:00,2025-12-16T18:25:00
c00fbb7b-8f05-4d04-941a-beb386ac11ee,family,Abuela Renata Alonso,varios cambios recientes,red de apoyo limitada,traslados largos,dificultades más visibles en periodos de cansancio,2025-12-06T16:25:00,2025-12-06T16:25:00
aacfc70d-6d36-467b-aa66-519caafcf0a8,family,Abuela Renata Belén,cuidador principal con poca red de apoyo,poco apoyo,poca red de apoyo,dificultades más visibles en periodos de cansancio,2025-12-13T08:31:00,2025-12-13T08:31:00
29907378-5e9b-4661-b240-f444d1725468,family,Cuidador Andrés,carga funcional alta y poco descanso,poco apoyo,presión escolar,"mejoría parcial con estructura, pero no sostenida",2025-12-21T16:31:00,2025-12-21T16:31:00
616deb2c-4a7e-4645-ac7e-568d89c5ea47,family,Tutor Mauricio,sueño irregular y estrés escolar,red de apoyo limitada,horarios variables,dificultades más visibles en periodos de cansancio,2025-12-03T17:09:00,2025-12-03T17:09:00
0acf4a73-0940-4fee-8a26-9234c249ec78,family,Cuidadora Renata Flor,dudas sobre diagnóstico y manejo cotidiano,sin apoyo claro,cambios constantes de rutina,historial con episodios de desregulación variable,2025-12-28T15:49:00,2025-12-28T15:49:00
7b506d8d-d8de-4f77-a234-b88c5bb9a67f,family,Cuidador Renata Rocío,sueño irregular y estrés escolar,poco apoyo,cambios constantes de rutina,sin un patrón completamente claro,2025-12-24T09:11:00,2025-12-24T09:11:00
9e4dea67-103a-4ac2-9505-30b245b48ae3,family,Cuidador Renata Milen,cuidador principal con poca red de apoyo,red de apoyo limitada,ruido frecuente en casa,dificultades más visibles en periodos de cansancio,2025-12-12T17:24:00,2025-12-12T17:24:00
ae8358a1-766a-43f3-a023-f891365bbedb,family,Tía Renata Jazmín,dudas sobre diagnóstico y manejo cotidiano,sin apoyo claro,traslados largos,"mejoría parcial con estructura, pero no sostenida",2025-12-25T11:23:00,2025-12-25T11:23:00
ce8b9bf0-926c-4cc4-94cd-5e9ebfffb088,family,Mamá Renata Joel,varios cambios recientes,apoyo variable,poca red de apoyo,historial con episodios de desregulación variable,2025-12-28T18:05:00,2025-12-28T18:05:00
c753551a-d6a4-4529-9d7b-46307a535d31,family,Abuela Renata Nerea,familia con alta demanda emocional,apoyo variable,presión escolar,sin un patrón completamente claro,2025-12-24T18:47:00,2025-12-24T18:47:00
8fbc457e-3ff8-4fb9-9c58-dfaeabef906b,family,Cuidador Renata Ambar,varios cambios recientes,red de apoyo limitada,presión escolar,sin un patrón completamente claro,2025-12-21T15:35:00,2025-12-21T15:35:00
6f1d6cba-d8bc-4eeb-b463-ce93f3b0d72a,family,Abuela Renata León,dudas sobre diagnóstico y manejo cotidiano,sin apoyo claro,horarios variables,mejor respuesta cuando hay menos presión,2025-12-14T14:12:00,2025-12-14T14:12:00
1c38ae4f-1846-45ca-938e-3e1bbcdb1049,family,Tutor Renata Elián,familia con alta demanda emocional,apoyo variable,presión escolar,mejor respuesta cuando hay menos presión,2025-12-13T16:40:00,2025-12-13T16:40:00
02672e05-454f-4248-b090-11d67f9e316a,family,Cuidador Renata Celeste,carga funcional alta y poco descanso,apoyo moderado,espacios reducidos,mejor respuesta cuando hay menos presión,2025-12-21T10:37:00,2025-12-21T10:37:00
3954244d-ce88-4caf-804a-a87d93fb13e9,family,Abuela Renata Lía,familia con alta demanda emocional,apoyo moderado,cambios constantes de rutina,"mejoría parcial con estructura, pero no sostenida",2025-12-11T18:04:00,2025-12-11T18:04:00
5c6f1713-177c-49eb-86fd-6c1ac9347741,family,Abuela Renata Iñaki,sueño irregular y estrés escolar,apoyo variable,espacios reducidos,sin un patrón completamente claro,2025-12-19T18:09:00,2025-12-19T18:09:00
b4b23c0f-c117-4cde-a64d-d898142db528,family,Tía Camila Azul,sueño irregular y estrés escolar,red de apoyo limitada,presión escolar,mejor respuesta cuando hay menos presión,2025-12-06T13:29:00,2025-12-06T13:29:00
171fd715-50a4-4e1d-97cf-c379deae8de9,family,Papá Camila Lorenzo,cuidador principal con poca red de apoyo,apoyo variable,pantallas por la noche,mejor respuesta cuando hay menos presión,2025-12-19T18:49:00,2025-12-19T18:49:00
4d08d1e4-a307-4f86-9199-308886924505,family,Tutor Alan,familia con alta demanda emocional,red de apoyo limitada,pantallas por la noche,sin un patrón completamente claro,2025-12-15T08:00:00,2025-12-15T08:00:00
ec8fb1a8-fbee-4f56-b1bb-cb306f91e27d,family,Tutor Sofía Lía Renée,carga funcional alta y poco descanso,apoyo moderado,poca red de apoyo,dificultades más visibles en periodos de cansancio,2025-12-08T09:26:00,2025-12-08T09:26:00
25e817db-bebc-4684-95b0-700d4faad8d2,family,Papá Camila Emmanuel,cuidador principal con poca red de apoyo,red de apoyo limitada,pantallas por la noche,sin un patrón completamente claro,2025-12-15T11:29:00,2025-12-15T11:29:00
c9e60fd0-c27c-47fc-b36b-0965e405db54,individual,Mamá Camila Ariel,carga funcional alta y poco descanso,red de apoyo limitada,espacios reducidos,sin un patrón completamente claro,2025-12-10T14:57:00,2025-12-10T14:57:00
ac9cbf88-9d5e-4a15-8237-b0a5d43c14bd,family,Abuela Camila Gael,dudas sobre diagnóstico y manejo cotidiano,poco apoyo,horarios variables,mejor respuesta cuando hay menos presión,2025-12-19T10:56:00,2025-12-19T10:56:00
a29c48d0-82db-4785-9974-69fff77d632b,family,Tutor Camila Elías,familia con alta demanda emocional,apoyo moderado,presión escolar,sin un patrón completamente claro,2025-12-19T10:01:00,2025-12-19T10:01:00
b46ce6d2-f4c3-4f0e-8b1f-14c753b07232,family,Papá Camila Noel,carga funcional alta y poco descanso,poco apoyo,cambios constantes de rutina,mejor respuesta cuando hay menos presión,2025-12-28T12:39:00,2025-12-28T12:39:00
8add0e61-58cf-40ba-855c-44ee8317752a,family,Abuela Camila Jade,familia con alta demanda emocional,red de apoyo limitada,horarios variables,sin un patrón completamente claro,2025-12-18T18:03:00,2025-12-18T18:03:00
7e8fca47-dcbc-4631-b448-a02621f476ad,family,Mamá Camila Aurora,dudas sobre diagnóstico y manejo cotidiano,red de apoyo limitada,ruido frecuente en casa,mejor respuesta cuando hay menos presión,2025-12-12T18:40:00,2025-12-12T18:40:00
42a50aad-ceca-445b-aee9-e0375a8fb49f,individual,Cuidadora Camila Sol,cuidador principal con poca red de apoyo,poco apoyo,ruido frecuente en casa,"mejoría parcial con estructura, pero no sostenida",2025-12-10T17:47:00,2025-12-10T17:47:00
f509a459-0a44-4218-9ae8-2fdcd3fd98be,family,Mamá Camila Mar,sueño irregular y estrés escolar,apoyo variable,horarios variables,"mejoría parcial con estructura, pero no sostenida",2025-12-20T08:40:00,2025-12-20T08:40:00
a09e3ae8-ea58-4d1a-a197-691ce31888ad,family,Abuela Camila Pilar,familia con alta demanda emocional,apoyo moderado,horarios variables,dificultades más visibles en periodos de cansancio,2025-12-08T10:40:00,2025-12-08T10:40:00
ce16f43c-bbb1-46c1-8f26-cdd5f49486b6,family,Cuidador Camila Inés,cuidador principal con poca red de apoyo,red de apoyo limitada,cambios constantes de rutina,historial con episodios de desregulación variable,2025-12-14T16:54:00,2025-12-14T16:54:00
87a2467d-c7df-4ecb-a0f1-6da804506fc4,family,Tutor Camila Cruz,sueño irregular y estrés escolar,apoyo variable,cambios constantes de rutina,sin un patrón completamente claro,2025-12-28T08:21:00,2025-12-28T08:21:00
87ab0957-aab8-435f-b662-3bb7645cfae2,family,Papá Camila Said,carga funcional alta y poco descanso,apoyo variable,pantallas por la noche,sin un patrón completamente claro,2025-12-12T17:51:00,2025-12-12T17:51:00
e34dd82f-e0c5-45dd-8399-039d1406d8b6,family,Tía Camila Alonso,dudas sobre diagnóstico y manejo cotidiano,poco apoyo,espacios reducidos,mejor respuesta cuando hay menos presión,2025-12-28T09:00:00,2025-12-28T09:00:00
796c6dd6-d124-4ba4-bc2b-36f7f5bd96b8,family,Cuidadora Camila Belén,familia con alta demanda emocional,poco apoyo,horarios variables,historial con episodios de desregulación variable,2025-12-17T08:41:00,2025-12-17T08:41:00
e079d960-64db-4402-a817-432db200291d,family,Tutor Camila Flor,dudas sobre diagnóstico y manejo cotidiano,apoyo moderado,traslados largos,historial con episodios de desregulación variable,2025-12-06T12:53:00,2025-12-06T12:53:00
554b8716-ab8a-4c3b-ae3b-5182fbcc95a7,family,Cuidador Camila Rocío,dudas sobre diagnóstico y manejo cotidiano,red de apoyo limitada,horarios variables,mejor respuesta cuando hay menos presión,2025-12-11T16:56:00,2025-12-11T16:56:00
08d8cf55-b08c-453b-ba75-c8f316e258f5,family,Tutor Camila Milen,dudas sobre diagnóstico y manejo cotidiano,apoyo variable,cambios constantes de rutina,"mejoría parcial con estructura, pero no sostenida",2025-12-16T09:59:00,2025-12-16T09:59:00
a4222ea9-d889-48ed-8e88-cc4db0e11b94,family,Cuidadora Camila Jazmín,carga funcional alta y poco descanso,apoyo variable,cambios constantes de rutina,mejor respuesta cuando hay menos presión,2025-12-21T17:18:00,2025-12-21T17:18:00
71921e6a-3568-4494-8d36-6636c0e09a0f,family,Mamá Camila Joel,sueño irregular y estrés escolar,poco apoyo,traslados largos,historial con episodios de desregulación variable,2025-12-09T08:44:00,2025-12-09T08:44:00
181f1fef-62b2-4008-ab1a-eda0a4a832b0,family,Tía Camila Nerea,sueño irregular y estrés escolar,apoyo moderado,espacios reducidos,dificultades más visibles en periodos de cansancio,2025-12-08T17:22:00,2025-12-08T17:22:00
4c60a0bf-988f-41a7-bcdf-fe5f599c6b6f,family,Cuidador Camila Ambar,cuidador principal con poca red de apoyo,sin apoyo claro,poca red de apoyo,dificultades más visibles en periodos de cansancio,2025-12-26T16:41:00,2025-12-26T16:41:00
fb08059b-f33c-4f74-adb6-b8a24f4e6e23,family,Mamá Camila León,varios cambios recientes,sin apoyo claro,presión escolar,historial con episodios de desregulación variable,2025-12-19T10:42:00,2025-12-19T10:42:00
3bcb7eb9-47d9-495a-8846-c99c285f1712,individual,Abuela Camila Elián,cuidador principal con poca red de apoyo,apoyo variable,cambios constantes de rutina,mejor respuesta cuando hay menos presión,2025-12-24T10:30:00,2025-12-24T10:30:00
7cfe448f-0440-4b90-afb4-5d66315b675f,family,Papá Camila Celeste,varios cambios recientes,apoyo variable,poca red de apoyo,sin un patrón completamente claro,2025-12-04T12:40:00,2025-12-04T12:40:00
b88ae4ea-cf41-4705-82c1-8b0a5cc90d92,family,Abuela Camila Lía,sueño irregular y estrés escolar,apoyo variable,ruido frecuente en casa,mejor respuesta cuando hay menos presión,2025-12-20T17:36:00,2025-12-20T17:36:00
89ca1266-e534-4ffb-b585-b5eb2a87113e,family,Papá Camila Iñaki,varios cambios recientes,apoyo moderado,espacios reducidos,dificultades más visibles en periodos de cansancio,2025-12-03T14:16:00,2025-12-03T14:16:00
02402def-d911-468c-88fa-4a691bbb79d6,family,Papá Lucía Azul,familia con alta demanda emocional,apoyo moderado,espacios reducidos,dificultades más visibles en periodos de cansancio,2025-12-17T16:57:00,2025-12-17T16:57:00
2ea957c5-c357-4641-b192-7d0aee77c7fa,family,Cuidador Lucía Lorenzo,sueño irregular y estrés escolar,sin apoyo claro,pantallas por la noche,"mejoría parcial con estructura, pero no sostenida",2025-12-01T09:09:00,2025-12-01T09:09:00
f456d1d6-d329-4fdd-ad65-6e4c0ff245be,family,Abuela Lucía Renée,dudas sobre diagnóstico y manejo cotidiano,sin apoyo claro,pantallas por la noche,sin un patrón completamente claro,2025-12-20T13:54:00,2025-12-20T13:54:00
b1620450-6abc-4812-a24e-6824cd8822e3,family,Abuela Lucía Emmanuel,familia con alta demanda emocional,poco apoyo,ruido frecuente en casa,dificultades más visibles en periodos de cansancio,2025-12-20T13:37:00,2025-12-20T13:37:00
9ad4f651-17df-46a4-b1fe-3bed4ab1be88,family,Mamá Lucía Ariel,familia con alta demanda emocional,poco apoyo,horarios variables,dificultades más visibles en periodos de cansancio,2025-12-07T11:29:00,2025-12-07T11:29:00
ab306618-f127-4631-9599-a5fc821c32e1,family,Cuidadora Lucía Gael,familia con alta demanda emocional,apoyo variable,presión escolar,historial con episodios de desregulación variable,2025-12-27T17:14:00,2025-12-27T17:14:00
9c2a10ba-73ab-498a-bb28-9e2c24174028,family,Mamá Lucía Elías,familia con alta demanda emocional,sin apoyo claro,poca red de apoyo,mejor respuesta cuando hay menos presión,2025-12-25T12:11:00,2025-12-25T12:11:00
90ccd0d6-3e7a-4c76-a73d-cea459a63311,family,Tutor Lucía Noel,cuidador principal con poca red de apoyo,red de apoyo limitada,horarios variables,mejor respuesta cuando hay menos presión,2025-12-19T10:30:00,2025-12-19T10:30:00
fec8781c-6f6c-4fd9-b20f-dd2c47fc42d8,family,Cuidador Bastián,familia con alta demanda emocional,poco apoyo,ruido frecuente en casa,"mejoría parcial con estructura, pero no sostenida",2025-12-03T18:21:00,2025-12-03T18:21:00
42b884fb-7576-4616-b9f1-0ba666a182be,family,Cuidadora Lucía Jade,sueño irregular y estrés escolar,apoyo variable,poca red de apoyo,historial con episodios de desregulación variable,2025-12-15T18:12:00,2025-12-15T18:12:00
f2409a81-15e6-4ce2-8e78-63f4821f3d57,individual,Mamá Lucía Aurora,carga funcional alta y poco descanso,sin apoyo claro,ruido frecuente en casa,dificultades más visibles en periodos de cansancio,2025-12-09T11:48:00,2025-12-09T11:48:00
10136bb0-b6e9-4690-9eb1-8592af5c8261,family,Cuidador Lucía Sol,varios cambios recientes,sin apoyo claro,cambios constantes de rutina,"mejoría parcial con estructura, pero no sostenida",2025-12-07T09:21:00,2025-12-07T09:21:00
96d332ce-7cdb-4c78-9ee0-11f63858f2c3,family,Tía Lucía Mar,carga funcional alta y poco descanso,poco apoyo,traslados largos,dificultades más visibles en periodos de cansancio,2025-12-04T09:48:00,2025-12-04T09:48:00
737e3281-f251-48ff-8371-77841448ee12,family,Papá Lucía Pilar,dudas sobre diagnóstico y manejo cotidiano,poco apoyo,pantallas por la noche,historial con episodios de desregulación variable,2025-12-17T10:39:00,2025-12-17T10:39:00
70f51822-c0c4-44ce-a746-524de4602df6,family,Cuidadora Lucía Inés,varios cambios recientes,poco apoyo,pantallas por la noche,mejor respuesta cuando hay menos presión,2025-12-01T18:16:00,2025-12-01T18:16:00
f8952b82-cc64-4e63-9fc4-80a847ac0170,family,Abuela Lucía Cruz,cuidador principal con poca red de apoyo,apoyo moderado,presión escolar,dificultades más visibles en periodos de cansancio,2025-12-13T12:15:00,2025-12-13T12:15:00
1b453eaf-89df-4ba9-ba16-41e59ec859c2,family,Tutor Lucía Said,familia con alta demanda emocional,poco apoyo,horarios variables,mejor respuesta cuando hay menos presión,2025-12-13T18:20:00,2025-12-13T18:20:00
eda20260-af71-41fb-a5b2-4750c8c3e247,family,Tía Lucía Alonso,familia con alta demanda emocional,poco apoyo,presión escolar,"mejoría parcial con estructura, pero no sostenida",2025-12-03T11:28:00,2025-12-03T11:28:00
64010efc-8274-49b5-81d5-b81ffa68199a,family,Abuela Lucía Belén,cuidador principal con poca red de apoyo,red de apoyo limitada,poca red de apoyo,"mejoría parcial con estructura, pero no sostenida",2025-12-13T17:45:00,2025-12-13T17:45:00
a61e05b0-20cf-4dcf-9188-08a0454ffbc6,family,Mamá Lucía Flor,dudas sobre diagnóstico y manejo cotidiano,apoyo variable,traslados largos,sin un patrón completamente claro,2025-12-11T08:35:00,2025-12-11T08:35:00
46dc21de-eac2-4f76-aa5f-ea02c062fc46,family,Papá Lucía Rocío,cuidador principal con poca red de apoyo,sin apoyo claro,presión escolar,"mejoría parcial con estructura, pero no sostenida",2025-12-19T17:04:00,2025-12-19T17:04:00
99ecb23c-e421-411a-860e-300081713a9b,family,Mamá Lucía Milen,cuidador principal con poca red de apoyo,apoyo moderado,espacios reducidos,dificultades más visibles en periodos de cansancio,2025-12-13T15:34:00,2025-12-13T15:34:00
09707de6-1df8-4d29-9a97-7072dc872ed8,family,Abuela Lucía Jazmín,varios cambios recientes,apoyo moderado,espacios reducidos,"mejoría parcial con estructura, pero no sostenida",2025-12-01T13:34:00,2025-12-01T13:34:00
b2b46724-77d7-4b33-98f3-2f3314298b1d,family,Abuela Lucía Joel,carga funcional alta y poco descanso,apoyo moderado,espacios reducidos,mejor respuesta cuando hay menos presión,2025-12-24T18:42:00,2025-12-24T18:42:00
f02149f5-5b92-42ff-bd36-36371ef9748d,family,Papá César,sueño irregular y estrés escolar,sin apoyo claro,pantallas por la noche,historial con episodios de desregulación variable,2025-12-13T10:16:00,2025-12-13T10:16:00
7ebf7a46-7d17-47c9-9d80-c79e8946139f,family,Tutor Lucía Nerea,carga funcional alta y poco descanso,apoyo moderado,horarios variables,dificultades más visibles en periodos de cansancio,2025-12-04T11:46:00,2025-12-04T11:46:00
e85ba023-7ae6-4dd2-87de-c1a18a6cac5f,family,Abuela Lucía Ambar,sueño irregular y estrés escolar,red de apoyo limitada,pantallas por la noche,dificultades más visibles en periodos de cansancio,2025-12-11T08:08:00,2025-12-11T08:08:00
446a34d6-1983-4346-b506-9d81d3f0a2af,family,Papá Lucía León,dudas sobre diagnóstico y manejo cotidiano,apoyo moderado,traslados largos,mejor respuesta cuando hay menos presión,2025-12-28T17:02:00,2025-12-28T17:02:00
94aaef6f-a2f1-45e9-a5ca-b272cf569981,family,Papá Lucía Elián,carga funcional alta y poco descanso,poco apoyo,espacios reducidos,mejor respuesta cuando hay menos presión,2025-12-20T09:11:00,2025-12-20T09:11:00
e3ddddfc-4a0b-40f7-b1be-d9b611d061b8,family,Tía Lucía Celeste,cuidador principal con poca red de apoyo,sin apoyo claro,espacios reducidos,mejor respuesta cuando hay menos presión,2025-12-07T17:57:00,2025-12-07T17:57:00
e2438e06-0d3b-4c87-aa75-6ebe7d19cf13,family,Mamá Lucía Lía,sueño irregular y estrés escolar,apoyo moderado,presión escolar,mejor respuesta cuando hay menos presión,2025-12-14T14:21:00,2025-12-14T14:21:00
bd6b0438-c122-4d21-bb40-ce665cc03fda,family,Tía Lucía Iñaki,familia con alta demanda emocional,apoyo variable,ruido frecuente en casa,historial con episodios de desregulación variable,2025-12-20T10:30:00,2025-12-20T10:30:00
072ed9fe-c0a3-43b9-b826-b59a6982bb38,family,Mamá Elena Azul,carga funcional alta y poco descanso,apoyo variable,traslados largos,mejor respuesta cuando hay menos presión,2025-12-18T11:06:00,2025-12-18T11:06:00
ab4b3068-f7d4-48cb-a424-6bf4a51adb15,family,Cuidadora Elena Lorenzo,carga funcional alta y poco descanso,apoyo moderado,espacios reducidos,"mejoría parcial con estructura, pero no sostenida",2025-12-20T14:10:00,2025-12-20T14:10:00
30eb0096-76ac-42b1-9a94-e49fe94619e0,family,Cuidador Elena Renée,sueño irregular y estrés escolar,apoyo moderado,presión escolar,"mejoría parcial con estructura, pero no sostenida",2025-12-04T14:58:00,2025-12-04T14:58:00
e9ada85e-2844-4621-91da-a234c1b65638,family,Abuela Elena Emmanuel,dudas sobre diagnóstico y manejo cotidiano,red de apoyo limitada,poca red de apoyo,"mejoría parcial con estructura, pero no sostenida",2025-12-17T16:47:00,2025-12-17T16:47:00
8e2aa368-b3e0-4edd-b5be-89e4779573e4,family,Abuela Elena Ariel,cuidador principal con poca red de apoyo,red de apoyo limitada,traslados largos,historial con episodios de desregulación variable,2025-12-06T12:40:00,2025-12-06T12:40:00
ee9766fe-c87e-4ecd-99e7-e21ebb4065ca,family,Cuidadora Elena Gael,varios cambios recientes,sin apoyo claro,horarios variables,historial con episodios de desregulación variable,2025-12-01T13:11:00,2025-12-01T13:11:00
9d13ab2f-5a88-4c3a-9c54-5b7175a03c58,family,Tutor Elena Elías,cuidador principal con poca red de apoyo,sin apoyo claro,espacios reducidos,"mejoría parcial con estructura, pero no sostenida",2025-12-11T18:03:00,2025-12-11T18:03:00
664b32fe-66a8-43a7-ae6f-d6db18b24fff,family,Papá David,sueño irregular y estrés escolar,sin apoyo claro,ruido frecuente en casa,historial con episodios de desregulación variable,2025-12-19T15:50:00,2025-12-19T15:50:00
e0b6bdac-0a4d-4c87-afd1-887f4475ad0a,family,Papá Elena Noel,varios cambios recientes,apoyo variable,traslados largos,"mejoría parcial con estructura, pero no sostenida",2025-12-15T08:59:00,2025-12-15T08:59:00
8ed25ff7-a627-49a6-9386-c2adb93824c5,family,Tutor Elena Jade,sueño irregular y estrés escolar,sin apoyo claro,traslados largos,dificultades más visibles en periodos de cansancio,2025-12-21T18:43:00,2025-12-21T18:43:00
ff591414-24af-483f-9adc-e46e5dabadc2,family,Abuela Elena Aurora,dudas sobre diagnóstico y manejo cotidiano,apoyo variable,poca red de apoyo,dificultades más visibles en periodos de cansancio,2025-12-23T12:11:00,2025-12-23T12:11:00
