session_id,user_role,message,detected_category,emotional_state,profile_id,family_id,created_at
session_0edee50a_02,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-02-02T22:24:00
session_0edee50a_02,user,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-02-02T22:25:00
session_0edee50a_02,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-02-02T22:26:00
session_0edee50a_02,user,Lo intenté antes y funcionó solo un rato.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-02-02T22:27:00
session_0edee50a_02,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-02-02T22:28:00
session_0edee50a_02,user,Creo que lo más difícil con Bastián fue el ruido y que ya venía cansado.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-02-02T22:29:00
session_0edee50a_02,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-02-02T22:30:00
session_0edee50a_02,user,Cuando intento explicarle en ese momento se enoja más.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-02-02T22:31:00
session_0edee50a_02,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-02-02T22:32:00
session_0edee50a_02,user,Yo también ya estaba muy saturada y siento que eso empeoró todo.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-02-02T22:33:00
session_0edee50a_02,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-02-02T22:34:00
session_0edee50a_02,user,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-02-02T22:35:00
session_0edee50a_02,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: bajar la voz y retirar una exigencia.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-02-02T22:36:00
session_0edee50a_03,user,Las transiciones son lo más difícil con Bastián.,transicion_rigidez,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-04-02T10:46:00
session_0edee50a_03,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: mostrar qué sigue.,transicion_rigidez,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-04-02T10:47:00
session_0edee50a_04,user,Estoy saturada y ya no sé cómo sostener esto.,sobrecarga_cuidador,burnout,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-04-04T13:46:00
session_0edee50a_04,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,sobrecarga_cuidador,burnout,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-04-04T13:47:00
session_0edee50a_04,user,Yo también ya estaba muy saturada y siento que eso empeoró todo.,sobrecarga_cuidador,burnout,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-04-04T13:48:00
session_0edee50a_04,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: quedarte con una sola prioridad.,sobrecarga_cuidador,burnout,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-04-04T13:49:00
session_0edee50a_05,user,"Probamos lo anterior y ayudó un poco, pero no del todo.",apoyo_general,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-04-28T17:35:00
session_0edee50a_05,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: anotar lo que sí ayudó.,apoyo_general,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-04-28T17:36:00
session_0edee50a_06,user,Bastián se desreguló de golpe y ya no supe cómo ayudar.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T10:51:00
session_0edee50a_06,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T10:52:00
session_0edee50a_06,user,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T10:53:00
session_0edee50a_06,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T10:54:00
session_0edee50a_06,user,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T10:55:00
session_0edee50a_06,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T10:56:00
session_0edee50a_06,user,También noto que Bastián se bloquea cuando le doy muchas instrucciones.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T10:57:00
session_0edee50a_06,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T10:58:00
session_0edee50a_06,user,Creo que lo más difícil con Bastián fue el ruido y que ya venía cansado.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T10:59:00
session_0edee50a_06,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T11:00:00
session_0edee50a_06,user,Lo intenté antes y funcionó solo un rato.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T11:01:00
session_0edee50a_06,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T11:02:00
session_0edee50a_06,user,Yo también ya estaba muy saturada y siento que eso empeoró todo.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T11:03:00
session_0edee50a_06,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T11:04:00
session_0edee50a_06,user,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T11:05:00
session_0edee50a_06,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: priorizar seguridad y pausar preguntas.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-09T11:06:00
session_0edee50a_07,user,"Probamos lo anterior y ayudó un poco, pero no del todo.",apoyo_general,emotional_dysregulation,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-10T12:51:00
session_0edee50a_07,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,apoyo_general,emotional_dysregulation,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-10T12:52:00
session_0edee50a_07,user,Cuando intento explicarle en ese momento se enoja más.,apoyo_general,emotional_dysregulation,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-10T12:53:00
session_0edee50a_07,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora.,apoyo_general,emotional_dysregulation,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-10T12:54:00
session_0edee50a_07,user,Lo intenté antes y funcionó solo un rato.,apoyo_general,emotional_dysregulation,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-10T12:55:00
session_0edee50a_07,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,apoyo_general,emotional_dysregulation,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-10T12:56:00
session_0edee50a_07,user,Yo también ya estaba muy saturada y siento que eso empeoró todo.,apoyo_general,emotional_dysregulation,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-10T12:57:00
session_0edee50a_07,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple.,apoyo_general,emotional_dysregulation,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-10T12:58:00
session_0edee50a_07,user,También noto que Bastián se bloquea cuando le doy muchas instrucciones.,apoyo_general,emotional_dysregulation,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-10T12:59:00
session_0edee50a_07,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora.,apoyo_general,emotional_dysregulation,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-10T13:00:00
session_0edee50a_07,user,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",apoyo_general,emotional_dysregulation,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-10T13:01:00
session_0edee50a_07,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora.,apoyo_general,emotional_dysregulation,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-10T13:02:00
session_0edee50a_07,user,Lo intenté antes y funcionó solo un rato.,apoyo_general,emotional_dysregulation,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-10T13:03:00
session_0edee50a_07,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: repetir una sola pauta útil.,apoyo_general,emotional_dysregulation,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-10T13:04:00
session_0edee50a_08,user,Todo empeora cuando Bastián duerme mal.,sueno_regulacion,sleep_disruption,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-14T15:51:00
session_0edee50a_08,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: bajar las luces.",sueno_regulacion,sleep_disruption,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-14T15:52:00
session_0edee50a_09,user,Estoy agotada. Bastián explotó otra vez por algo pequeño.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-25T16:56:00
session_0edee50a_09,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-25T16:57:00
session_0edee50a_09,user,Yo también ya estaba muy saturada y siento que eso empeoró todo.,crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-25T16:58:00
session_0edee50a_09,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: priorizar seguridad y pausar preguntas.",crisis_activa,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-25T16:59:00
session_0edee50a_10,user,Bastián empezó a quejarse de la luz y del ruido y terminó muy alterado.,sobrecarga_sensorial,meltdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-28T18:56:00
session_0edee50a_10,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: retirar estímulos innecesarios.,sobrecarga_sensorial,meltdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-28T18:57:00
session_0edee50a_11,user,Bastián no puede empezar ni una tarea sencilla.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T21:01:00
session_0edee50a_11,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T21:02:00
session_0edee50a_11,user,Cuando intento explicarle en ese momento se enoja más.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T21:03:00
session_0edee50a_11,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T21:04:00
session_0edee50a_11,user,También noto que Bastián se bloquea cuando le doy muchas instrucciones.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T21:05:00
session_0edee50a_11,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T21:06:00
session_0edee50a_11,user,Creo que lo más difícil con Bastián fue el ruido y que ya venía cansado.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T21:07:00
session_0edee50a_11,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T21:08:00
session_0edee50a_11,user,Cuando intento explicarle en ese momento se enoja más.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T21:09:00
session_0edee50a_11,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T21:10:00
session_0edee50a_11,user,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T21:11:00
session_0edee50a_11,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: mostrar visualmente el inicio.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T21:12:00
session_0edee50a_12,user,Cuando hay que cambiar de actividad todo se complica.,transicion_rigidez,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-28T21:01:00
session_0edee50a_12,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: avisar el cambio con una frase clara.,transicion_rigidez,shutdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-28T21:02:00
session_0edee50a_13,user,Creo que el ruido le pegó muchísimo a Bastián.,sobrecarga_sensorial,meltdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-29T21:01:00
session_0edee50a_13,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: bajar ruido o luz por unos minutos.,sobrecarga_sensorial,meltdown,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-29T21:02:00
session_0edee50a_14,user,"Yo ya no puedo más, siento que todo recae en mí.",sobrecarga_cuidador,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-27T21:01:00
session_0edee50a_14,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple.,sobrecarga_cuidador,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-27T21:02:00
session_0edee50a_14,user,También noto que Bastián se bloquea cuando le doy muchas instrucciones.,sobrecarga_cuidador,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-27T21:03:00
session_0edee50a_14,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple.,sobrecarga_cuidador,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-27T21:04:00
session_0edee50a_14,user,Yo también ya estaba muy saturada y siento que eso empeoró todo.,sobrecarga_cuidador,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-27T21:05:00
session_0edee50a_14,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora.,sobrecarga_cuidador,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-27T21:06:00
session_0edee50a_14,user,Cuando intento explicarle en ese momento se enoja más.,sobrecarga_cuidador,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-27T21:07:00
session_0edee50a_14,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",sobrecarga_cuidador,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-27T21:08:00
session_0edee50a_14,user,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",sobrecarga_cuidador,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-27T21:09:00
session_0edee50a_14,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",sobrecarga_cuidador,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-27T21:10:00
session_0edee50a_14,user,Yo también ya estaba muy saturada y siento que eso empeoró todo.,sobrecarga_cuidador,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-27T21:11:00
session_0edee50a_14,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",sobrecarga_cuidador,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-27T21:12:00
session_0edee50a_14,user,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",sobrecarga_cuidador,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-27T21:13:00
session_0edee50a_14,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: hacer una pausa de un minuto.",sobrecarga_cuidador,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-27T21:14:00
session_0edee50a_15,user,Cada cambio le cuesta muchísimo a Bastián.,transicion_rigidez,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T23:01:00
session_0edee50a_15,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora.,transicion_rigidez,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T23:02:00
session_0edee50a_15,user,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",transicion_rigidez,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T23:03:00
session_0edee50a_15,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: mostrar qué sigue.,transicion_rigidez,general_distress,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-30T23:04:00
session_0edee50a_16,user,"Entiende, pero no logra arrancar cuando hay que trabajar.",disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-26T21:01:00
session_0edee50a_16,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-26T21:02:00
session_0edee50a_16,user,Creo que lo más difícil con Bastián fue el ruido y que ya venía cansado.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-26T21:03:00
session_0edee50a_16,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-26T21:04:00
session_0edee50a_16,user,También noto que Bastián se bloquea cuando le doy muchas instrucciones.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-26T21:05:00
session_0edee50a_16,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-26T21:06:00
session_0edee50a_16,user,Yo también ya estaba muy saturada y siento que eso empeoró todo.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-26T21:07:00
session_0edee50a_16,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-26T21:08:00
session_0edee50a_16,user,Creo que lo más difícil con Bastián fue el ruido y que ya venía cansado.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-26T21:09:00
session_0edee50a_16,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-26T21:10:00
session_0edee50a_16,user,También noto que Bastián se bloquea cuando le doy muchas instrucciones.,disfuncion_ejecutiva,executive_dysfunction,2ecb7bf4-5f84-45e4-836f-38359b5d8e3e,0edee50a-8c0f-457b-ba23-4a624349f4a4,2026-05-26T21:11:00
